Sumo,0.010045071,-1.65420991,0.562042891,-0.428830604,0.949243605,0.179103107,0.289779961,0.132097505
Wall,-0.350846322,0.569758435,-2.322160661,-0.455063129,-0.54162286,0.145531737,2.047637792,-0.02307537
