Y,-0.003647649360000007, -0.31369439664, -0.25150001454119997, 0.48943057485353697, 0.41543116069708763, -0.003309917468408508, -0.0077469732918247535, -0.035502768554446514
Y,-0.025966686359999994, -0.3573240524, -0.28146898119999997, 0.3072353782703986, 0.24646108419678034, 0.003341803084119601, -0.03721162108997856, -0.03278684801320969
Seated,-0.04487494918399999, -0.37904189871999994, -0.17776116306000003, 0.6354160984537003, 0.5159483089033093, -0.0027517662363178317, -0.0007183610797192102, -0.045997084130008276
Y,-0.03749204484000001, -0.36236226216, -0.30175443420000003, 0.3835508376529894, 0.2543349502129319, 0.002230904448773055, -0.034103116942677536, -0.03279312433797703
Seated,-0.035613311062, -0.40044962772, -0.14220676524, 0.536789691281379, 0.5635264778465819, -0.0022618761815786743, -0.019648432580881833, -0.023605609657783723
Y,-0.006076152212000003, -0.31502110986799997, -0.241257271522, 0.4594956052985987, 0.41829964790700813, -0.0028738612445783724, -0.007851827684482027, -0.03607930447036635
Y,-0.0011578541167999944, -0.31995867229720004, -0.24761222355479998, 0.47243333263191317, 0.45327612526806005, -0.0028003553053105633, -0.008021920277260276, -0.03601416465918256
Seated,-0.043701215908, -0.40242827672, -0.14318436689599998, 0.5368342696121152, 0.5629868867400865, -0.0023910082636825975, -0.019672749896644956, -0.023664587953293532
Seated,-0.004104898160000001, -0.34034057744, -0.11303652794799998, 0.7360559421401465, 0.5953555915350516, 0.012833795679142331, 0.00026377104003275954, -0.04334424429151029
Seated,-0.018799424464000004, -0.3950490614, -0.14711697512, 0.615596318803211, 0.5658953998579489, -0.006277567671911248, -0.000985900014702929, -0.04253138504193077
Y,-0.004806688870640004, -0.3190360377336, -0.24872843251399998, 0.48882728134435466, 0.4468642608213693, -0.0028178609045769474, -0.008187783484517396, -0.036231461832876
Y,-0.0005951028400000058, -0.3566193991139999, -0.28967677164, 0.3626039337267745, 0.2725282795512243, -0.00501856100346202, -0.026516316980081146, -0.040724411811389125
Seated,-0.0548827070672, -0.40994431897719996, -0.167693318332, 0.563741639488338, 0.5179577357970732, -0.016150655403637516, -0.004744714143505664, -0.04081570036572481
Seated,-0.05817104581600001, -0.39196716177599994, -0.17047182, 0.5993639919270489, 0.5160683151498567, -0.008762400715672011, -0.00014803313257455257, -0.04434179970635243
Seated,-0.035613311062, -0.40044962772, -0.14220676524, 0.536789691281379, 0.5635264778465819, -0.0022618761815786743, -0.019648432580881833, -0.023605609657783723
